cliente_id,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CL00603,11,114,2,2,1,0,4,0,1,0.8181818181818182,0.09090909090909091,222.72727272727272,0.5
CL00604,12,323,6,1,2,0,2,0,1,0.8333333333333334,0.08333333333333333,154.25,2.0
CL00605,2,550,1,0,0,0,0,1,0,0.5,0.5,175.5,0.0
CL00606,11,325,1,1,4,1,2,0,2,0.6363636363636364,0.09090909090909091,137.54545454545453,4.0
CL00607,17,310,3,1,4,1,3,3,1,0.6470588235294118,0.23529411764705882,119.05882352941177,4.0
CL00608,5,914,1,0,0,0,4,0,0,0.8,0.2,113.4,0.0
CL00609,6,685,4,1,0,0,1,0,0,0.8333333333333334,0.16666666666666666,135.5,0.0
CL00610,3,360,1,0,0,0,2,0,0,0.6666666666666666,0.3333333333333333,118.33333333333333,0.0
CL00611,8,800,3,3,1,0,0,0,1,0.875,0.0,70.875,0.3333333333333333
CL00612,14,494,5,0,2,0,2,1,2,0.8571428571428571,0.0,130.57142857142858,0.0
CL00613,11,564,3,0,0,0,7,0,1,0.8181818181818182,0.09090909090909091,175.0909090909091,0.0
CL00614,19,808,5,3,2,0,6,1,1,0.7368421052631579,0.21052631578947367,229.6315789473684,0.6666666666666666
CL00615,7,551,4,1,1,0,1,0,0,0.8571428571428571,0.14285714285714285,88.57142857142857,1.0
CL00616,10,125,2,1,0,0,4,1,0,1.0,0.0,128.5,0.0
CL00617,12,412,2,2,0,0,4,0,1,0.75,0.16666666666666666,138.58333333333334,0.0
CL00618,9,446,2,3,0,0,3,1,0,0.6666666666666666,0.3333333333333333,150.0,0.0
CL00619,8,358,4,0,0,0,1,1,2,0.75,0.0,149.75,0.0
CL00620,2,66,2,0,0,0,0,0,0,0.5,0.5,78.0,0.0
CL00621,3,121,0,1,0,0,0,0,1,0.6666666666666666,0.0,129.0,0.0
CL00622,15,217,5,2,2,0,4,0,2,0.8,0.06666666666666667,151.66666666666666,1.0
CL00623,17,501,8,2,0,0,6,0,0,1.0,0.0,180.88235294117646,0.0
CL00624,11,404,1,0,3,1,5,0,0,0.7272727272727273,0.18181818181818182,119.72727272727273,0.0
CL00625,10,382,3,2,2,0,2,0,0,0.7,0.3,103.3,1.0
CL00626,2,86,0,1,0,0,1,0,0,1.0,0.0,242.5,0.0
CL00627,14,371,7,2,2,0,3,0,0,0.9285714285714286,0.07142857142857142,118.64285714285714,1.0
CL00628,4,173,2,0,0,0,1,0,1,0.5,0.25,113.5,0.0
CL00629,11,824,3,1,3,1,2,1,0,0.6363636363636364,0.2727272727272727,182.0,3.0
CL00630,13,693,6,2,0,0,2,0,1,0.8461538461538461,0.07692307692307693,136.07692307692307,0.0
CL00631,4,416,1,0,1,0,1,0,0,0.5,0.5,191.25,0.0
CL00632,14,216,4,3,1,1,2,1,0,0.9285714285714286,0.0,148.42857142857142,0.3333333333333333
CL00633,4,149,1,1,0,0,1,0,0,1.0,0.0,305.0,0.0
CL00634,13,656,5,0,3,1,1,0,2,0.6923076923076923,0.07692307692307693,138.46153846153845,0.0
CL00635,13,752,4,1,2,1,2,1,0,0.6153846153846154,0.3076923076923077,152.53846153846155,2.0
CL00636,11,677,2,1,4,0,1,0,1,0.8181818181818182,0.09090909090909091,229.45454545454547,4.0
CL00637,11,386,4,3,1,1,1,1,0,0.7272727272727273,0.18181818181818182,128.54545454545453,0.3333333333333333
CL00638,5,325,3,0,1,0,1,0,0,1.0,0.0,119.6,0.0
CL00639,8,189,1,2,1,1,3,0,0,0.875,0.0,175.625,0.5
CL00640,11,1041,3,1,3,0,2,1,1,0.8181818181818182,0.09090909090909091,139.1818181818182,3.0
CL00641,14,354,3,6,1,0,4,0,0,0.7857142857142857,0.21428571428571427,143.85714285714286,0.16666666666666666
CL00642,8,782,2,1,1,0,2,1,0,0.75,0.25,155.75,1.0
CL00643,7,317,2,0,1,0,0,0,2,0.7142857142857143,0.0,184.0,0.0
CL00644,3,225,2,0,1,0,0,0,0,1.0,0.0,123.66666666666667,0.0
CL00645,10,105,1,1,2,1,1,1,3,0.6,0.0,186.0,2.0
CL00646,10,444,3,0,2,1,1,1,1,0.6,0.2,90.1,0.0
CL00647,6,300,1,1,1,0,1,0,0,1.0,0.0,171.0,1.0
CL00648,7,258,1,1,0,0,1,2,2,0.42857142857142855,0.2857142857142857,234.85714285714286,0.0
CL00649,8,114,2,2,0,0,2,0,1,0.875,0.0,114.375,0.0
CL00650,1,1,0,0,0,0,0,1,0,1.0,0.0,90.0,0.0
CL00651,3,128,1,0,0,0,1,0,1,0.3333333333333333,0.3333333333333333,145.33333333333334,0.0
CL00652,5,522,3,1,0,0,1,0,0,0.8,0.2,161.0,0.0
CL00653,15,779,4,1,4,0,2,0,2,0.8,0.06666666666666667,124.26666666666667,4.0
CL00654,7,546,2,1,1,0,2,1,0,0.7142857142857143,0.2857142857142857,124.85714285714286,1.0
CL00655,5,87,1,2,0,0,0,1,1,0.6,0.2,125.4,0.0
CL00656,19,703,8,3,1,0,5,0,2,0.7368421052631579,0.15789473684210525,134.21052631578948,0.3333333333333333
CL00657,11,785,2,2,1,0,5,0,1,0.8181818181818182,0.09090909090909091,139.36363636363637,0.5
CL00658,14,769,3,2,3,1,1,0,2,0.5714285714285714,0.21428571428571427,147.85714285714286,1.5
CL00659,10,232,2,3,3,0,2,0,0,0.8,0.2,195.0,1.0
CL00660,8,265,2,0,3,0,0,0,1,0.75,0.125,173.875,0.0
CL00661,6,186,4,0,2,0,0,0,0,0.8333333333333334,0.16666666666666666,137.16666666666666,0.0
CL00662,5,692,1,2,1,0,1,0,0,0.8,0.2,139.4,0.5
CL00663,7,343,3,0,0,0,3,0,0,1.0,0.0,226.14285714285714,0.0
CL00664,4,224,0,1,0,0,0,2,0,1.0,0.0,134.75,0.0
CL00665,2,638,0,1,0,1,0,0,0,0.5,0.0,147.0,0.0
CL00666,23,858,5,4,2,0,7,1,1,0.8260869565217391,0.13043478260869565,160.6086956521739,0.5
CL00667,19,695,7,0,3,1,5,1,2,0.5789473684210527,0.2631578947368421,132.0,0.0
CL00668,23,823,2,2,4,1,4,7,2,0.782608695652174,0.08695652173913043,194.7826086956522,2.0
CL00669,1,1,0,0,1,0,0,0,0,1.0,0.0,149.0,0.0
CL00670,11,431,2,0,0,3,6,0,0,0.7272727272727273,0.0,170.36363636363637,0.0
CL00671,5,409,1,0,1,1,1,0,1,0.6,0.0,97.4,0.0
CL00672,9,132,1,2,1,1,2,0,1,0.6666666666666666,0.1111111111111111,122.55555555555556,0.5
CL00673,5,932,1,2,0,0,2,0,0,0.8,0.2,263.8,0.0
CL00674,19,946,2,2,3,0,8,0,2,0.8421052631578947,0.05263157894736842,191.89473684210526,1.5
CL00675,3,404,2,1,0,0,0,0,0,1.0,0.0,135.33333333333334,0.0
CL00676,1,1,1,0,0,0,0,0,0,1.0,0.0,322.0,0.0
CL00677,17,451,6,4,1,0,5,0,0,0.8235294117647058,0.17647058823529413,150.41176470588235,0.25
CL00678,9,813,3,1,1,1,2,1,0,0.6666666666666666,0.2222222222222222,164.66666666666666,1.0
CL00679,8,511,2,4,1,0,0,1,0,0.875,0.125,144.375,0.25
CL00680,22,266,4,4,3,0,4,2,4,0.7727272727272727,0.045454545454545456,170.77272727272728,0.75
CL00681,5,435,1,1,0,2,0,0,1,0.4,0.0,128.4,0.0
CL00682,4,174,2,0,0,0,1,1,0,0.5,0.5,176.0,0.0
CL00683,14,402,4,5,1,0,1,0,1,0.7857142857142857,0.14285714285714285,182.64285714285714,0.2
CL00684,5,202,2,1,1,0,1,0,0,0.8,0.2,143.0,1.0
CL00685,3,53,1,1,0,0,0,1,0,0.0,1.0,90.66666666666667,0.0
CL00686,6,493,3,2,0,0,1,0,0,0.8333333333333334,0.16666666666666666,214.5,0.0
CL00687,11,452,3,1,1,1,4,0,1,0.6363636363636364,0.18181818181818182,120.36363636363636,1.0
CL00688,10,441,2,2,1,0,3,0,2,0.7,0.1,169.5,0.5
CL00689,9,352,2,0,1,0,4,0,1,0.6666666666666666,0.2222222222222222,150.22222222222223,0.0
CL00690,8,407,2,1,0,0,3,1,1,0.625,0.25,213.75,0.0
CL00691,20,148,4,6,4,0,4,1,0,0.8,0.2,154.15,0.6666666666666666
CL00692,8,296,2,3,0,1,2,0,0,0.875,0.0,139.625,0.0
CL00693,12,194,2,4,1,0,4,1,0,1.0,0.0,117.08333333333333,0.25
CL00694,8,978,3,0,1,0,3,1,0,0.75,0.25,112.0,0.0
CL00695,14,678,6,3,2,0,2,0,1,0.7142857142857143,0.21428571428571427,146.85714285714286,0.6666666666666666
CL00696,11,481,3,4,1,0,2,0,1,0.8181818181818182,0.09090909090909091,131.63636363636363,0.25
CL00697,11,636,1,3,3,0,1,1,1,0.8181818181818182,0.09090909090909091,146.0,1.0
CL00698,6,98,2,1,1,1,0,0,0,0.8333333333333334,0.0,100.5,1.0
CL00699,16,700,4,4,3,0,1,1,2,0.875,0.0,191.25,0.75
CL00700,8,629,2,2,1,1,1,0,1,0.625,0.125,139.25,0.5
CL00701,7,955,2,0,0,0,2,1,0,0.8571428571428571,0.14285714285714285,184.57142857142858,0.0
CL00702,13,706,2,3,2,1,4,0,1,0.7692307692307693,0.07692307692307693,136.0,0.6666666666666666
CL00703,12,146,3,0,1,2,2,0,1,0.6666666666666666,0.08333333333333333,141.0,0.0
CL00704,10,367,3,0,0,1,4,1,0,0.8,0.1,126.9,0.0
CL00705,4,624,3,0,0,0,1,0,0,1.0,0.0,173.0,0.0
CL00706,6,223,3,0,0,1,0,2,0,0.8333333333333334,0.0,159.16666666666666,0.0
CL00707,9,700,3,2,0,0,2,1,0,0.7777777777777778,0.2222222222222222,210.88888888888889,0.0
CL00708,9,127,4,4,0,0,0,0,1,0.8888888888888888,0.0,101.22222222222223,0.0
CL00709,13,475,3,2,0,0,3,2,3,0.6153846153846154,0.15384615384615385,159.3846153846154,0.0
CL00710,8,131,3,1,1,0,2,1,0,1.0,0.0,215.25,1.0
CL00711,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.17647058823529413,144.23529411764707,0.5
CL00712,5,104,2,0,0,1,1,1,0,0.4,0.4,107.8,0.0
CL00713,5,679,3,1,1,0,0,0,0,1.0,0.0,136.2,1.0
CL00714,10,784,5,1,1,0,3,0,0,1.0,0.0,136.2,1.0
CL00715,15,259,5,2,2,0,5,1,0,0.8,0.2,152.06666666666666,1.0
CL00716,12,690,5,0,1,0,4,1,0,1.0,0.0,152.5,0.0
CL00717,8,677,2,4,0,0,2,0,0,0.875,0.125,192.75,0.0
CL00718,9,1070,1,3,2,0,1,0,2,0.4444444444444444,0.3333333333333333,166.66666666666666,0.6666666666666666
CL00719,2,50,1,0,0,0,1,0,0,1.0,0.0,181.5,0.0
CL00720,8,183,4,1,0,0,1,1,0,0.75,0.25,222.125,0.0
CL00721,5,578,1,0,1,0,2,0,1,0.8,0.0,199.2,0.0
CL00722,22,724,5,5,4,1,3,0,4,0.7272727272727273,0.045454545454545456,222.3181818181818,0.8
CL00723,8,550,2,3,0,0,2,0,1,0.75,0.125,125.25,0.0
CL00724,10,430,1,2,1,1,5,0,0,0.6,0.3,149.9,0.5
CL00725,5,597,1,1,1,0,2,0,0,0.8,0.2,109.0,1.0
CL00726,3,229,0,1,1,0,1,0,0,0.6666666666666666,0.3333333333333333,55.0,1.0
CL00727,7,730,2,1,1,0,2,0,1,0.7142857142857143,0.14285714285714285,186.14285714285714,1.0
CL00728,10,163,4,2,0,0,4,0,0,0.9,0.1,176.2,0.0
CL00729,15,177,7,2,0,1,2,0,2,0.6666666666666666,0.13333333333333333,150.0,0.0
CL00730,8,754,5,0,1,0,0,0,1,0.625,0.25,241.0,0.0
CL00731,12,198,4,0,1,0,1,3,3,0.75,0.0,189.33333333333334,0.0
CL00732,9,600,1,2,2,2,1,1,0,0.7777777777777778,0.0,99.0,1.0
CL00733,16,428,3,3,4,2,3,1,0,0.6875,0.1875,177.0,1.3333333333333333
CL00734,11,903,1,0,1,2,4,1,1,0.7272727272727273,0.0,178.36363636363637,0.0
CL00735,13,1010,2,2,4,0,2,2,0,0.9230769230769231,0.07692307692307693,171.53846153846155,2.0
CL00736,19,544,6,4,1,0,5,0,2,0.8947368421052632,0.0,176.3684210526316,0.25
CL00737,9,855,2,4,0,1,2,0,0,0.5555555555555556,0.3333333333333333,152.55555555555554,0.0
CL00738,11,899,3,1,1,0,3,1,1,0.8181818181818182,0.09090909090909091,163.8181818181818,1.0
CL00739,8,91,3,1,2,0,2,0,0,0.875,0.125,162.375,2.0
CL00740,15,155,2,1,4,0,3,2,3,0.7333333333333333,0.06666666666666667,131.4,4.0
CL00741,7,625,5,1,0,0,0,0,1,0.7142857142857143,0.14285714285714285,96.71428571428571,0.0
CL00742,4,62,1,0,0,0,1,0,2,0.5,0.0,197.25,0.0
CL00743,4,208,1,0,1,0,1,0,1,0.75,0.0,166.25,0.0
CL00744,5,376,2,1,0,0,2,0,0,0.8,0.2,211.0,0.0
CL00745,2,215,1,1,0,0,0,0,0,1.0,0.0,176.5,0.0
CL00746,9,664,2,0,2,2,3,0,0,0.6666666666666666,0.1111111111111111,151.44444444444446,0.0
CL00747,8,132,1,0,1,0,5,0,0,1.0,0.0,137.25,0.0
CL00748,22,739,5,2,1,1,8,0,3,0.5,0.3181818181818182,154.72727272727272,0.5
CL00749,8,313,5,2,0,0,1,0,0,0.75,0.25,274.5,0.0
CL00750,3,283,0,1,1,0,1,0,0,1.0,0.0,119.0,1.0
CL00751,10,614,4,3,1,0,2,0,0,0.8,0.2,131.9,0.3333333333333333
CL00752,3,198,1,1,0,0,0,1,0,1.0,0.0,104.0,0.0
CL00753,14,142,6,2,1,0,3,1,0,1.0,0.0,176.0,0.5
CL00754,15,675,2,2,3,1,3,1,2,0.6,0.2,114.2,1.5
CL00755,8,1117,2,1,1,0,2,0,2,0.625,0.125,165.875,1.0
CL00756,4,332,1,0,1,1,0,0,0,0.75,0.0,158.0,0.0
CL00757,7,482,2,1,1,0,1,1,1,0.5714285714285714,0.2857142857142857,99.71428571428571,1.0
CL00758,7,563,2,1,1,1,1,1,0,0.8571428571428571,0.0,141.0,1.0
CL00759,5,137,3,0,0,0,1,0,0,0.8,0.2,194.6,0.0
CL00760,3,140,1,1,0,0,0,0,1,0.6666666666666666,0.0,110.33333333333333,0.0
CL00761,9,426,2,2,1,0,4,0,0,0.7777777777777778,0.2222222222222222,137.33333333333334,0.5
CL00762,18,290,3,5,3,0,6,1,0,0.7777777777777778,0.2222222222222222,147.72222222222223,0.6
CL00763,7,680,1,0,1,1,3,0,1,0.5714285714285714,0.14285714285714285,109.14285714285714,0.0
CL00764,25,313,11,4,2,0,4,0,1,0.72,0.24,150.4,0.5
CL00765,9,628,3,2,1,0,0,0,3,0.6666666666666666,0.0,126.22222222222223,0.5
CL00766,8,595,2,2,0,0,2,0,2,0.625,0.125,123.375,0.0
CL00767,13,455,2,3,1,2,0,3,1,0.7692307692307693,0.0,132.07692307692307,0.3333333333333333
CL00768,13,828,5,1,2,0,3,2,0,1.0,0.0,195.84615384615384,2.0
CL00769,3,515,0,1,0,0,1,0,0,1.0,0.0,159.33333333333334,0.0
CL00770,11,733,2,2,2,0,2,0,1,0.9090909090909091,0.0,210.8181818181818,1.0
CL00771,6,974,3,0,2,0,1,0,0,0.8333333333333334,0.16666666666666666,187.0,0.0
CL00772,2,200,0,0,1,0,1,0,0,1.0,0.0,302.5,0.0
CL00773,14,197,5,4,1,0,3,0,1,0.8571428571428571,0.07142857142857142,180.14285714285714,0.25
CL00774,10,120,2,1,2,0,4,0,0,0.9,0.1,255.3,2.0
CL00775,18,176,7,1,2,0,5,0,2,0.6111111111111112,0.2777777777777778,125.27777777777777,2.0
CL00776,9,693,4,0,1,0,3,0,1,0.8888888888888888,0.0,192.44444444444446,0.0
CL00777,11,590,2,0,2,0,2,2,3,0.7272727272727273,0.0,126.9090909090909,0.0
CL00778,10,417,4,2,0,0,2,1,1,0.7,0.2,171.2,0.0
CL00779,4,193,0,0,1,0,2,0,1,0.75,0.0,115.25,0.0
CL00780,7,106,3,0,1,1,2,0,0,0.8571428571428571,0.0,195.42857142857142,0.0
CL00781,21,475,5,4,2,0,3,3,2,0.8095238095238095,0.09523809523809523,122.85714285714286,0.5
CL00782,6,699,2,0,0,2,1,0,0,0.5,0.16666666666666666,155.33333333333334,0.0
CL00783,2,41,1,0,0,0,0,0,1,0.5,0.0,167.0,0.0
CL00784,9,220,1,3,1,0,2,0,1,0.8888888888888888,0.0,195.77777777777777,0.3333333333333333
CL00785,14,583,3,2,2,0,3,0,2,0.7142857142857143,0.14285714285714285,156.0,1.0
CL00786,8,579,2,0,1,0,2,1,1,0.875,0.0,120.25,0.0
CL00787,2,36,0,1,0,0,0,1,0,1.0,0.0,60.0,0.0
CL00788,29,1059,9,7,1,1,6,1,4,0.7931034482758621,0.034482758620689655,142.20689655172413,0.14285714285714285
CL00789,22,714,2,5,2,0,5,1,2,0.8181818181818182,0.09090909090909091,165.04545454545453,0.4
CL00790,7,726,2,1,0,0,0,1,1,0.8571428571428571,0.0,150.0,0.0
CL00791,8,219,0,2,5,0,0,1,0,0.875,0.125,146.0,2.5
CL00792,8,444,1,1,1,0,2,1,1,0.75,0.125,98.875,1.0
CL00793,13,568,6,1,2,0,3,0,1,0.8461538461538461,0.07692307692307693,173.15384615384616,2.0
CL00794,6,555,1,0,0,0,3,0,2,0.6666666666666666,0.0,152.66666666666666,0.0
CL00795,11,589,5,0,2,0,3,0,1,0.9090909090909091,0.0,161.0909090909091,0.0
CL00796,8,256,2,1,0,0,1,0,2,0.5,0.25,157.25,0.0
CL00797,12,673,1,3,2,0,1,1,2,0.6666666666666666,0.16666666666666666,158.91666666666666,0.6666666666666666
CL00798,8,490,1,1,2,0,2,2,0,0.625,0.375,170.375,2.0
CL00799,15,686,5,4,1,1,4,0,0,0.7333333333333333,0.2,141.2,0.25
CL00800,7,557,0,2,3,0,0,1,1,0.7142857142857143,0.14285714285714285,240.0,1.5
CL00801,15,1016,3,1,4,0,4,0,3,0.8,0.0,194.4,4.0
CL00802,16,756,4,3,3,1,2,1,2,0.6875,0.125,156.375,1.0
CL00803,9,254,2,1,1,0,2,1,1,0.6666666666666666,0.2222222222222222,132.0,1.0
CL00804,9,331,2,0,2,0,3,1,1,0.7777777777777778,0.1111111111111111,115.66666666666667,0.0
CL00805,6,488,2,0,2,0,1,0,0,1.0,0.0,209.33333333333334,0.0
CL00806,9,673,3,0,3,1,1,0,0,0.8888888888888888,0.0,155.66666666666666,0.0
CL00807,14,595,2,2,1,1,4,2,1,0.7857142857142857,0.07142857142857142,154.64285714285714,0.5
CL00808,13,772,6,2,1,2,1,0,1,0.6153846153846154,0.15384615384615385,133.15384615384616,0.5
CL00809,16,858,6,1,2,0,3,0,1,0.8125,0.125,208.0625,2.0
CL00810,5,255,2,0,0,0,2,0,1,0.6,0.2,181.6,0.0
CL00811,10,360,4,1,2,1,1,0,0,0.9,0.0,113.9,2.0
CL00812,12,359,4,1,0,0,2,1,2,0.8333333333333334,0.0,226.08333333333334,0.0
CL00813,6,156,3,0,0,0,2,1,0,0.8333333333333334,0.16666666666666666,117.33333333333333,0.0
CL00814,6,292,2,0,0,1,2,0,0,0.3333333333333333,0.5,199.5,0.0
CL00815,5,888,1,1,0,0,1,1,0,1.0,0.0,111.2,0.0
CL00816,10,520,4,0,1,1,2,1,1,0.6,0.2,102.5,0.0
CL00817,15,960,6,2,4,0,1,1,1,0.8666666666666667,0.06666666666666667,165.2,2.0
CL00818,13,958,4,1,1,1,4,2,0,0.6923076923076923,0.23076923076923078,141.15384615384616,1.0
CL00819,10,495,2,1,3,1,1,1,1,0.8,0.0,161.2,3.0
CL00820,6,216,2,2,0,0,1,0,0,1.0,0.0,144.0,0.0
CL00821,2,323,0,0,0,0,1,1,0,1.0,0.0,183.5,0.0
CL00822,18,888,7,5,2,2,1,0,1,0.7222222222222222,0.1111111111111111,129.66666666666666,0.4
CL00823,7,84,0,2,1,0,1,2,0,1.0,0.0,109.42857142857143,0.5
CL00824,6,255,5,1,0,0,0,0,0,0.6666666666666666,0.3333333333333333,122.66666666666667,0.0
CL00825,7,456,4,1,0,0,0,1,1,0.7142857142857143,0.14285714285714285,208.57142857142858,0.0
CL00826,13,162,4,0,0,1,4,2,1,0.7692307692307693,0.07692307692307693,120.6923076923077,0.0
CL00827,18,516,4,2,3,1,4,1,2,0.8333333333333334,0.0,182.16666666666666,1.5
CL00828,13,807,6,0,0,0,1,2,4,0.46153846153846156,0.23076923076923078,144.69230769230768,0.0
CL00829,24,820,7,3,3,1,6,2,2,0.75,0.125,129.58333333333334,1.0
CL00830,9,668,2,2,2,0,0,1,1,0.7777777777777778,0.1111111111111111,221.77777777777777,1.0
CL00831,12,988,4,4,0,1,1,0,0,0.5833333333333334,0.3333333333333333,213.91666666666666,0.0
CL00832,8,816,2,3,0,0,2,0,1,0.625,0.25,145.75,0.0
CL00833,1,1,0,0,0,0,1,0,0,1.0,0.0,502.0,0.0
CL00834,17,105,4,4,3,2,4,0,0,0.8235294117647058,0.058823529411764705,151.05882352941177,0.75
CL00835,16,589,6,2,4,0,2,0,2,0.625,0.25,167.375,2.0
CL00836,2,250,2,0,0,0,0,0,0,1.0,0.0,234.5,0.0
CL00837,12,400,3,3,0,0,4,1,1,0.9166666666666666,0.0,148.66666666666666,0.0
CL00838,8,744,3,0,0,0,2,2,0,0.875,0.125,157.125,0.0
CL00839,10,735,2,1,1,0,4,0,2,0.7,0.1,198.3,1.0
CL00840,9,265,2,2,0,1,3,0,1,0.7777777777777778,0.0,219.77777777777777,0.0
CL00841,7,110,2,0,1,0,1,0,1,0.5714285714285714,0.2857142857142857,173.71428571428572,0.0
CL00842,18,599,7,1,2,0,3,1,3,0.8333333333333334,0.0,205.0,2.0
CL00843,12,354,4,4,0,0,3,0,0,0.8333333333333334,0.16666666666666666,190.08333333333334,0.0
CL00844,4,305,2,1,0,1,0,0,0,0.75,0.0,164.75,0.0
CL00845,3,191,1,1,0,0,0,0,0,1.0,0.0,136.33333333333334,0.0
CL00846,5,250,0,1,0,0,1,2,0,1.0,0.0,229.2,0.0
CL00847,11,400,6,1,1,1,1,1,0,0.9090909090909091,0.0,159.36363636363637,1.0
CL00848,12,892,4,2,1,0,2,1,2,0.6666666666666666,0.16666666666666666,172.75,0.5
CL00849,11,205,1,0,0,0,5,2,3,0.6363636363636364,0.09090909090909091,152.72727272727272,0.0
CL00850,10,146,3,0,3,0,2,0,1,0.6,0.3,207.6,0.0
CL00851,12,973,4,1,1,0,3,0,2,0.75,0.08333333333333333,237.0,1.0
CL00852,12,309,6,3,1,0,1,0,0,0.9166666666666666,0.08333333333333333,243.33333333333334,0.3333333333333333
CL00853,12,257,3,2,1,0,2,2,1,0.9166666666666666,0.0,169.08333333333334,0.5
CL00854,8,510,2,0,1,1,2,1,1,0.5,0.25,150.5,0.0
CL00855,9,245,3,2,0,0,4,0,0,0.7777777777777778,0.2222222222222222,152.66666666666666,0.0
CL00856,7,387,2,1,1,0,3,0,0,0.7142857142857143,0.2857142857142857,171.42857142857142,1.0
CL00857,15,124,4,1,1,2,2,1,3,0.6,0.06666666666666667,188.4,1.0
CL00858,4,989,1,1,1,0,1,0,0,1.0,0.0,173.75,1.0
CL00859,11,470,2,0,3,0,3,0,2,0.7272727272727273,0.09090909090909091,125.54545454545455,0.0
CL00860,4,255,2,0,0,0,2,0,0,0.5,0.5,101.25,0.0
CL00861,14,717,9,2,0,0,1,0,2,0.7857142857142857,0.07142857142857142,177.92857142857142,0.0
CL00862,9,577,2,3,2,0,1,0,0,0.6666666666666666,0.3333333333333333,206.33333333333334,0.6666666666666666
CL00863,9,733,1,4,0,1,2,0,1,0.7777777777777778,0.0,227.66666666666666,0.0
CL00864,14,96,4,1,3,1,4,0,1,0.7857142857142857,0.07142857142857142,181.92857142857142,3.0
CL00865,6,225,2,1,0,0,3,0,0,0.8333333333333334,0.16666666666666666,236.16666666666666,0.0
CL00866,9,524,4,0,1,0,3,1,0,0.6666666666666666,0.3333333333333333,180.22222222222223,0.0
CL00867,4,160,1,2,1,0,0,0,0,1.0,0.0,157.5,0.5
CL00868,4,242,1,0,0,0,2,0,1,0.5,0.25,103.75,0.0
CL00869,13,263,3,2,1,0,2,3,2,0.7692307692307693,0.07692307692307693,153.30769230769232,0.5
CL00870,14,995,3,3,1,0,3,2,2,0.7857142857142857,0.07142857142857142,162.85714285714286,0.3333333333333333
CL00871,15,651,7,2,0,1,2,0,1,0.7333333333333333,0.13333333333333333,179.26666666666668,0.0
CL00872,2,202,0,0,0,0,1,0,1,0.5,0.0,64.0,0.0
CL00873,4,266,2,0,1,0,1,0,0,1.0,0.0,138.75,0.0
CL00874,7,387,5,1,0,0,1,0,0,0.7142857142857143,0.2857142857142857,176.57142857142858,0.0
CL00875,3,138,2,0,0,0,0,0,0,1.0,0.0,176.33333333333334,0.0
CL00876,11,335,2,0,3,0,2,1,2,0.8181818181818182,0.0,181.9090909090909,0.0
CL00877,12,91,5,1,2,0,1,2,0,0.6666666666666666,0.3333333333333333,138.58333333333334,2.0
CL00878,10,930,3,1,1,1,1,3,0,0.8,0.1,212.9,1.0
CL00879,10,706,5,1,2,0,1,1,0,1.0,0.0,141.7,2.0
CL00880,1,1,0,0,0,0,1,0,0,1.0,0.0,204.0,0.0
CL00881,5,72,2,0,1,0,1,0,0,1.0,0.0,208.2,0.0
CL00882,5,586,1,1,2,0,0,1,0,0.8,0.2,203.2,2.0
CL00883,4,513,2,0,1,0,0,1,0,1.0,0.0,114.0,0.0
CL00884,8,763,3,2,0,0,2,0,0,0.375,0.625,220.75,0.0
CL00885,3,57,2,0,0,0,1,0,0,0.6666666666666666,0.3333333333333333,235.33333333333334,0.0
CL00886,7,174,3,1,1,0,0,2,0,0.8571428571428571,0.14285714285714285,214.42857142857142,1.0
CL00887,12,110,4,4,0,0,2,2,0,0.8333333333333334,0.16666666666666666,221.5,0.0
CL00888,6,791,1,1,1,0,1,0,0,0.8333333333333334,0.16666666666666666,78.66666666666667,1.0
CL00889,11,830,5,2,1,0,1,0,2,0.6363636363636364,0.18181818181818182,205.8181818181818,0.5
CL00890,16,611,4,2,4,0,1,2,3,0.5625,0.25,124.8125,2.0
CL00891,9,738,2,3,2,0,1,0,1,0.6666666666666666,0.2222222222222222,144.11111111111111,0.6666666666666666
CL00892,15,374,7,2,0,1,3,1,1,0.5333333333333333,0.3333333333333333,207.6,0.0
CL00893,15,289,1,1,2,3,4,3,1,0.6666666666666666,0.06666666666666667,116.2,2.0
CL00894,5,352,2,1,0,0,1,0,0,0.8,0.2,208.0,0.0
CL00895,9,84,3,1,1,1,1,1,1,0.7777777777777778,0.0,133.77777777777777,1.0
CL00896,7,235,0,3,1,0,1,0,1,0.7142857142857143,0.14285714285714285,197.42857142857142,0.3333333333333333
CL00897,10,742,4,1,3,0,1,1,0,0.9,0.1,166.5,3.0
CL00898,9,193,3,2,1,1,0,0,0,0.6666666666666666,0.2222222222222222,161.11111111111111,0.5
CL00899,4,53,0,0,1,0,2,0,1,0.5,0.25,114.0,0.0
CL00900,22,627,4,5,1,2,6,1,2,0.8181818181818182,0.0,182.5909090909091,0.2
CL00901,5,798,1,1,1,0,2,0,0,1.0,0.0,140.2,1.0
CL00902,3,635,1,1,0,0,0,1,0,1.0,0.0,176.33333333333334,0.0
CL00903,6,835,3,0,0,1,0,2,0,0.6666666666666666,0.16666666666666666,73.16666666666667,0.0
CL00904,9,924,3,0,2,1,2,1,0,0.6666666666666666,0.2222222222222222,224.88888888888889,0.0
