credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,canal_adquisicion,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CR000779,CL00705,2025-01-10,Microcrédito,1800000,6,0.0356,338000,Web,792,0.0983,Automática,Mora moderada,0,1,57,0.6666666666666666,2,20,M,3,Posgrado,Independiente,3440000.0,544.0,Referido,False,1,Android,0,0,4,624,3,0,0,0,1,0,0,1.0,0.0,173.0,0.0
CR000780,CL00706,2025-05-14,Crédito libre inversión,1500000,3,0.033,533000,Aliado,850,0.3439,Automática,Finalizado,0,0,0,1.0,0,42,M,2,Bachiller,Independiente,1550000.0,552.0,App orgánico,False,3,Android,0,0,6,223,3,0,0,1,0,2,0,0.8333333333333334,0.0,159.16666666666666,0.0
CR000781,CL00707,2025-11-10,Avance de nómina,1450000,6,0.0254,264000,App,786,0.132,Automática,Activo,0,0,23,0.16666666666666666,4,23,M,2,Posgrado,Conductor/Repartidor,2000000.0,510.0,Campaña digital,False,0,Android,0,0,9,700,3,2,0,0,2,1,0,0.7777777777777778,0.2222222222222222,210.88888888888889,0.0
CR000782,CL00708,2025-12-17,Crédito consumo digital,2500000,24,0.0379,160000,Aliado,900,0.0339,Automática,Activo,0,0,0,1.0,0,54,F,3,Universitario,Microempresario,4720000.0,685.0,App orgánico,False,0,Android,0,0,9,127,4,4,0,0,0,0,1,0.8888888888888888,0.0,101.22222222222223,0.0
CR000783,CL00709,2025-05-03,Crédito consumo digital,1500000,18,0.0228,102000,Aliado,785,0.0298,Automática,Mora moderada,0,1,34,0.5,3,19,F,4,Técnico/Tecnólogo,Comerciante,3420000.0,501.0,Campaña digital,True,4,Android,0,0,13,475,3,2,0,0,3,2,3,0.6153846153846154,0.15384615384615385,159.3846153846154,0.0
CR000784,CL00710,2025-09-28,Crédito consumo digital,450000,6,0.0269,82000,Web,722,0.0554,Automática,Finalizado,0,0,12,0.8333333333333334,1,53,F,3,Bachiller,Estudiante,1480000.0,525.0,Campaña digital,False,2,Android,0,0,8,131,3,1,1,0,2,1,0,1.0,0.0,215.25,1.0
CR000786,CL00711,2025-04-11,Avance de nómina,500000,3,0.0199,173000,Aliado,890,0.0558,Automática,Finalizado,0,0,0,1.0,0,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,686.0,Aliado comercial,False,1,Android,0,0,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.17647058823529413,144.23529411764707,0.5
CR000787,CL00711,2024-09-28,Microcrédito,3250000,12,0.0432,353000,Aliado,844,0.1139,Automática,Finalizado,0,0,0,1.0,0,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,686.0,Aliado comercial,False,1,Android,0,0,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.17647058823529413,144.23529411764707,0.5
CR000788,CL00711,2025-02-24,Crédito libre inversión,1550000,6,0.0199,277000,App,893,0.0894,Automática,Finalizado,0,0,0,1.0,0,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,686.0,Aliado comercial,False,1,Android,0,0,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.17647058823529413,144.23529411764707,0.5
CR000790,CL00713,2024-03-26,Microcrédito,7200000,3,0.0305,2548000,Web,893,0.4486,Manual,Finalizado,0,0,0,1.0,0,31,F,5,Universitario,Empleado,5680000.0,716.0,App orgánico,False,1,Android,0,0,5,679,3,1,1,0,0,0,0,1.0,0.0,136.2,1.0
CR000791,CL00714,2024-06-13,Crédito consumo digital,4550000,12,0.0319,462000,Aliado,900,0.073,Automática,Finalizado,0,0,0,1.0,0,40,M,3,Universitario,Empleado,6330000.0,797.0,Aliado comercial,True,2,iOS,0,0,10,784,5,1,1,0,3,0,0,1.0,0.0,136.2,1.0
CR000792,CL00715,2025-10-04,Crédito libre inversión,800000,24,0.0323,48000,App,843,0.0495,Automática,Activo,0,0,24,0.8333333333333334,1,36,F,4,Técnico/Tecnólogo,Estudiante,970000.0,614.0,Campaña digital,False,3,Android,0,0,15,259,5,2,2,0,5,1,0,0.8,0.2,152.06666666666666,1.0
CR000794,CL00716,2025-07-19,Microcrédito,14850000,12,0.0339,1527000,Web,616,0.2665,Manual,Activo,0,0,0,1.0,0,47,F,5,Técnico/Tecnólogo,Microempresario,5730000.0,588.0,Aliado comercial,False,2,Android,1,0,12,690,5,0,1,0,4,1,0,1.0,0.0,152.5,0.0
CR000795,CL00718,2025-02-05,Crédito libre inversión,5100000,18,0.0185,336000,Web,900,0.1263,Automática,Activo,0,0,0,1.0,0,38,F,4,Universitario,Empleado,2660000.0,637.0,Referido,False,0,Android,0,0,9,1070,1,3,2,0,1,0,2,0.4444444444444444,0.3333333333333333,166.66666666666666,0.6666666666666666
CR000796,CL00719,2025-12-05,Crédito libre inversión,3000000,6,0.028,550000,App,900,1.8,Automática,Mora moderada,0,1,44,0.0,4,32,M,3,Universitario,Microempresario,2840000.0,697.0,App orgánico,True,0,Android,0,0,2,50,1,0,0,0,1,0,0,1.0,0.0,181.5,0.0
CR000798,CL00722,2024-08-13,Microcrédito,2650000,9,0.0418,359000,Call center,703,1.2,Automática,Mora severa,0,1,46,0.16666666666666666,5,19,M,3,Bachiller,Pensionado,2890000.0,567.0,Aliado comercial,True,0,iOS,0,0,22,724,5,5,4,1,3,0,4,0.7272727272727273,0.045454545454545456,222.3181818181818,0.8
CR000799,CL00722,2024-12-08,Microcrédito,3150000,9,0.0381,420000,Call center,900,0.1453,Automática,Mora moderada,0,0,24,0.16666666666666666,5,19,M,3,Bachiller,Pensionado,2890000.0,567.0,Aliado comercial,True,0,iOS,0,0,22,724,5,5,4,1,3,0,4,0.7272727272727273,0.045454545454545456,222.3181818181818,0.8
CR000800,CL00723,2024-05-10,Microcrédito,2500000,6,0.0317,464000,App,882,0.0989,Automática,Mora severa,0,1,83,0.6666666666666666,2,23,M,3,Técnico/Tecnólogo,Microempresario,4690000.0,569.0,App orgánico,True,2,Android,0,0,8,550,2,3,0,0,2,0,1,0.75,0.125,125.25,0.0
CR000801,CL00724,2025-12-06,Crédito libre inversión,11050000,18,0.0195,734000,Aliado,900,0.1606,Automática,Activo,0,0,0,0.8,0,43,F,2,Bachiller,Empleado,4570000.0,656.0,Campaña digital,True,2,Web,0,0,10,430,1,2,1,1,5,0,0,0.6,0.3,149.9,0.5
CR000802,CL00724,2025-10-20,Crédito consumo digital,3350000,9,0.0312,433000,App,900,0.0947,Automática,Activo,0,0,2,0.8333333333333334,1,43,F,2,Bachiller,Empleado,4570000.0,656.0,Campaña digital,True,2,Web,0,0,10,430,1,2,1,1,5,0,0,0.6,0.3,149.9,0.5
CR000803,CL00727,2024-07-16,Crédito consumo digital,350000,9,0.0258,44000,App,739,0.0733,Automática,Finalizado,0,0,0,1.0,0,36,F,2,Bachiller,Desempleado,600000.0,483.0,App orgánico,False,2,Android,0,0,7,730,2,1,1,0,2,0,1,0.7142857142857143,0.14285714285714285,186.14285714285714,1.0
CR000804,CL00728,2025-12-01,Crédito consumo digital,1800000,6,0.0205,322000,App,704,0.2118,Automática,Mora moderada,0,1,34,0.2,4,39,M,3,Universitario,Pensionado,1520000.0,472.0,Referido,False,4,Android,0,0,10,163,4,2,0,0,4,0,0,0.9,0.1,176.2,0.0
CR000805,CL00729,2025-10-31,Microcrédito,2350000,9,0.0252,295000,App,819,0.118,Automática,Activo,0,0,0,1.0,0,31,M,3,Técnico/Tecnólogo,Empleado,2500000.0,651.0,Campaña digital,False,0,Web,0,0,15,177,7,2,0,1,2,0,2,0.6666666666666666,0.13333333333333333,150.0,0.0
CR000806,CL00730,2025-04-23,Crédito consumo digital,2600000,12,0.0203,246000,App,545,0.0969,Manual,Finalizado,0,0,12,0.6666666666666666,2,28,F,1,Bachiller,Comerciante,2540000.0,588.0,Referido,False,3,Android,1,0,8,754,5,0,1,0,0,0,1,0.625,0.25,241.0,0.0
CR000807,CL00731,2025-12-24,Crédito consumo digital,1350000,3,0.0224,470000,App,837,0.3013,Automática,Finalizado,0,0,0,1.0,0,38,M,3,Bachiller,Conductor/Repartidor,1560000.0,598.0,Referido,True,0,Web,0,0,12,198,4,0,1,0,1,3,3,0.75,0.0,189.33333333333334,0.0
CR000809,CL00733,2026-01-09,Crédito libre inversión,3450000,3,0.0288,1217000,App,711,0.5385,Manual,Activo,0,0,21,0.0,3,40,F,1,Sin información,Empleado,2260000.0,485.0,Referido,False,3,iOS,0,0,16,428,3,3,4,2,3,1,0,0.6875,0.1875,177.0,1.3333333333333333
CR000810,CL00733,2025-11-19,Crédito libre inversión,3650000,9,0.0178,442000,Aliado,807,0.1956,Automática,Mora moderada,0,0,30,0.6,2,40,F,1,Sin información,Empleado,2260000.0,485.0,Referido,False,3,iOS,0,0,16,428,3,3,4,2,3,1,0,0.6875,0.1875,177.0,1.3333333333333333
CR000811,CL00734,2023-09-21,Crédito consumo digital,3100000,6,0.034,580000,Web,900,0.1169,Automática,Finalizado,0,0,1,0.8333333333333334,1,19,F,4,Técnico/Tecnólogo,Empleado,4960000.0,689.0,App orgánico,False,2,Android,0,0,11,903,1,0,1,2,4,1,1,0.7272727272727273,0.0,178.36363636363637,0.0
CR000812,CL00735,2023-08-10,Avance de nómina,450000,9,0.0225,56000,App,847,0.0311,Automática,Finalizado,0,0,4,0.8333333333333334,1,46,F,2,Universitario,Independiente,1800000.0,551.0,Referido,False,4,iOS,0,0,13,1010,2,2,4,0,2,2,0,0.9230769230769231,0.07692307692307693,171.53846153846155,2.0
CR000813,CL00736,2025-06-12,Crédito libre inversión,3950000,12,0.0306,398000,App,900,0.0911,Automática,Activo,0,0,0,1.0,0,41,F,5,Técnico/Tecnólogo,Empleado,4370000.0,804.0,Campaña digital,False,1,Android,0,0,19,544,6,4,1,0,5,0,2,0.8947368421052632,0.0,176.3684210526316,0.25
CR000814,CL00737,2024-02-25,Microcrédito,1100000,12,0.0319,112000,App,738,0.0762,Automática,Mora severa,0,0,0,1.0,0,39,M,3,Posgrado,Estudiante,1470000.0,526.0,Aliado comercial,False,2,Android,0,0,9,855,2,4,0,1,2,0,0,0.5555555555555556,0.3333333333333333,152.55555555555554,0.0
CR000815,CL00737,2025-11-30,Crédito libre inversión,3050000,9,0.0265,385000,Web,687,0.2619,Automática,Activo,0,0,18,0.8,1,39,M,3,Posgrado,Estudiante,1470000.0,526.0,Aliado comercial,False,2,Android,0,0,9,855,2,4,0,1,2,0,0,0.5555555555555556,0.3333333333333333,152.55555555555554,0.0
CR000816,CL00738,2023-12-07,Crédito libre inversión,1650000,9,0.0195,202000,App,778,0.1303,Automática,Finalizado,0,0,0,1.0,0,46,F,3,Bachiller,Independiente,1550000.0,627.0,Campaña digital,False,0,Android,0,0,11,899,3,1,1,0,3,1,1,0.8181818181818182,0.09090909090909091,163.8181818181818,1.0
CR000817,CL00739,2025-07-27,Crédito libre inversión,10700000,12,0.0196,1009000,Web,864,0.2352,Automática,Activo,0,0,5,0.8333333333333334,1,53,M,5,Técnico/Tecnólogo,Empleado,4290000.0,671.0,Campaña digital,False,2,Android,0,0,8,91,3,1,2,0,2,0,0,0.875,0.125,162.375,2.0
CR000819,CL00742,2025-07-04,Crédito consumo digital,4000000,6,0.0345,749000,App,900,0.1265,Automática,Finalizado,0,0,0,1.0,0,23,F,3,Bachiller,Microempresario,5920000.0,705.0,Campaña digital,False,4,Web,0,0,4,62,1,0,0,0,1,0,2,0.5,0.0,197.25,0.0
CR000820,CL00743,2025-06-12,Crédito consumo digital,1150000,9,0.0351,151000,App,845,0.0634,Automática,Finalizado,0,0,12,0.8333333333333334,1,30,F,2,Universitario,Microempresario,2380000.0,526.0,Referido,True,0,iOS,0,0,4,208,1,0,1,0,1,0,1,0.75,0.0,166.25,0.0
CR000821,CL00746,2025-04-30,Crédito libre inversión,5100000,12,0.0205,484000,Web,868,0.1779,Automática,Finalizado,0,0,0,1.0,0,29,F,4,Técnico/Tecnólogo,Microempresario,2720000.0,692.0,App orgánico,True,1,Android,0,0,9,664,2,0,2,2,3,0,0,0.6666666666666666,0.1111111111111111,151.44444444444446,0.0
CR000823,CL00748,2025-12-27,Crédito consumo digital,650000,6,0.0338,122000,App,818,0.0475,Automática,Mora moderada,0,1,58,0.5,2,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,483.0,App orgánico,False,2,iOS,0,0,22,739,5,2,1,1,8,0,3,0.5,0.3181818181818182,154.72727272727272,0.5
CR000824,CL00748,2024-10-17,Microcrédito,2300000,9,0.0337,301000,App,818,0.1171,Automática,Mora moderada,0,1,58,0.5,3,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,483.0,App orgánico,False,2,iOS,0,0,22,739,5,2,1,1,8,0,3,0.5,0.3181818181818182,154.72727272727272,0.5
CR000825,CL00748,2025-11-03,Microcrédito,1350000,12,0.0324,138000,App,885,0.0537,Automática,Activo,0,0,0,0.8333333333333334,0,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,483.0,App orgánico,False,2,iOS,0,0,22,739,5,2,1,1,8,0,3,0.5,0.3181818181818182,154.72727272727272,0.5
CR000826,CL00749,2025-11-26,Crédito libre inversión,2050000,6,0.0301,379000,Call center,752,0.184,Automática,Activo,0,0,10,0.8,1,30,F,3,Universitario,Estudiante,2060000.0,604.0,Referido,False,0,iOS,0,0,8,313,5,2,0,0,1,0,0,0.75,0.25,274.5,0.0
CR000827,CL00750,2023-11-20,Avance de nómina,1800000,9,0.0189,219000,App,844,0.0852,Automática,Finalizado,0,0,0,1.0,0,22,M,6,Bachiller,Empleado,2950000.0,674.0,Campaña digital,True,1,Android,0,0,3,283,0,1,1,0,1,0,0,1.0,0.0,119.0,1.0
CR000828,CL00751,2025-01-27,Microcrédito,3150000,6,0.0428,606000,App,872,0.1599,Automática,Finalizado,0,0,0,1.0,0,27,M,3,Universitario,Microempresario,3790000.0,588.0,App orgánico,True,1,Android,0,0,10,614,4,3,1,0,2,0,0,0.8,0.2,131.9,0.3333333333333333
CR000829,CL00753,2025-08-09,Crédito libre inversión,2250000,24,0.0277,130000,Web,727,0.0774,Automática,Mora moderada,0,1,34,0.6666666666666666,2,26,M,3,Universitario,Empleado,1680000.0,550.0,Campaña digital,False,1,Android,0,0,14,142,6,2,1,0,3,1,0,1.0,0.0,176.0,0.5
CR000830,CL00754,2025-10-25,Crédito consumo digital,450000,9,0.0376,60000,Aliado,900,0.0233,Automática,Activo,0,0,0,1.0,0,47,F,3,Sin información,Independiente,2370000.0,629.0,Campaña digital,True,0,Android,0,0,15,675,2,2,3,1,3,1,2,0.6,0.2,114.2,1.5
CR000831,CL00754,2025-11-26,Crédito consumo digital,2050000,12,0.0217,196000,App,867,0.0763,Automática,Activo,0,0,21,0.8,1,47,F,3,Sin información,Independiente,2370000.0,629.0,Campaña digital,True,0,Android,0,0,15,675,2,2,3,1,3,1,2,0.6,0.2,114.2,1.5
CR000832,CL00755,2024-07-03,Crédito consumo digital,1200000,12,0.0204,114000,App,808,0.0481,Automática,Finalizado,0,0,0,1.0,0,27,F,3,Universitario,Comerciante,2370000.0,656.0,App orgánico,True,0,Android,0,0,8,1117,2,1,1,0,2,0,2,0.625,0.125,165.875,1.0
CR000833,CL00757,2025-02-27,Avance de nómina,1450000,3,0.0309,514000,App,886,0.1736,Automática,Finalizado,0,0,14,0.6666666666666666,1,41,F,2,Bachiller,Empleado,2960000.0,663.0,Referido,True,0,iOS,0,0,7,482,2,1,1,0,1,1,1,0.5714285714285714,0.2857142857142857,99.71428571428571,1.0
CR000834,CL00758,2025-05-01,Microcrédito,3900000,3,0.04,1405000,Web,836,0.4145,Manual,Finalizado,0,0,0,1.0,0,38,M,2,Sin información,Empleado,3390000.0,633.0,App orgánico,False,0,Android,0,0,7,563,2,1,1,1,1,1,0,0.8571428571428571,0.0,141.0,1.0
CR000835,CL00759,2024-09-10,Crédito libre inversión,5650000,12,0.0283,562000,Aliado,888,0.188,Automática,Finalizado,0,0,0,1.0,0,27,M,3,Bachiller,Empleado,2990000.0,575.0,Aliado comercial,True,0,Android,0,0,5,137,3,0,0,0,1,0,0,0.8,0.2,194.6,0.0
CR000836,CL00761,2025-12-31,Desconocido,4850000,9,0.0235,604000,App,900,0.1581,Automática,Activo,0,0,0,1.0,0,30,F,2,Universitario,Empleado,3820000.0,562.0,Campaña digital,True,3,Android,0,0,9,426,2,2,1,0,4,0,0,0.7777777777777778,0.2222222222222222,137.33333333333334,0.5
CR000837,CL00762,2025-11-26,Crédito consumo digital,2050000,9,0.0258,258000,App,807,0.0711,Automática,Activo,0,0,0,1.0,0,37,M,2,Bachiller,Comerciante,3630000.0,532.0,App orgánico,True,2,iOS,0,0,18,290,3,5,3,0,6,1,0,0.7777777777777778,0.2222222222222222,147.72222222222223,0.6
CR000838,CL00762,2025-08-03,Microcrédito,3050000,12,0.0395,324000,App,840,0.0893,Automática,Mora severa,0,1,117,0.6666666666666666,2,37,M,2,Bachiller,Comerciante,3630000.0,532.0,App orgánico,True,2,iOS,0,0,18,290,3,5,3,0,6,1,0,0.7777777777777778,0.2222222222222222,147.72222222222223,0.6
CR000840,CL00764,2025-12-05,Crédito consumo digital,2350000,3,0.0346,838000,App,841,0.2951,Automática,Mora moderada,0,1,31,0.6666666666666666,1,35,F,2,Bachiller,Independiente,2840000.0,587.0,Campaña digital,False,1,Android,0,0,25,313,11,4,2,0,4,0,1,0.72,0.24,150.4,0.5
CR000841,CL00764,2025-10-26,Crédito consumo digital,1000000,6,0.0381,190000,Web,813,0.0669,Automática,Finalizado,0,0,5,0.8333333333333334,1,35,F,2,Bachiller,Independiente,2840000.0,587.0,Campaña digital,False,1,Android,0,0,25,313,11,4,2,0,4,0,1,0.72,0.24,150.4,0.5
CR000842,CL00765,2025-08-27,Avance de nómina,450000,6,0.0184,80000,App,783,0.0449,Automática,Mora moderada,0,1,34,0.6666666666666666,2,47,M,2,Universitario,Conductor/Repartidor,1780000.0,525.0,Campaña digital,False,2,Android,0,0,9,628,3,2,1,0,0,0,3,0.6666666666666666,0.0,126.22222222222223,0.5
CR000843,CL00766,2024-02-20,Crédito consumo digital,750000,3,0.0247,262000,App,894,0.1489,Automática,Finalizado,0,0,0,1.0,0,29,F,2,Bachiller,Empleado,1760000.0,644.0,Call center,True,0,Android,0,0,8,595,2,2,0,0,2,0,2,0.625,0.125,123.375,0.0
CR000844,CL00767,2025-07-11,Crédito libre inversión,1550000,6,0.0211,278000,App,831,0.123,Automática,Mora moderada,0,1,49,0.6666666666666666,2,36,F,4,Sin información,Comerciante,2260000.0,566.0,Aliado comercial,False,2,iOS,0,0,13,455,2,3,1,2,0,3,1,0.7692307692307693,0.0,132.07692307692307,0.3333333333333333
CR000845,CL00767,2025-02-22,Crédito libre inversión,5050000,6,0.0277,925000,Aliado,743,0.4093,Manual,Mora severa,0,1,76,0.5,3,36,F,4,Sin información,Comerciante,2260000.0,566.0,Aliado comercial,False,2,iOS,0,0,13,455,2,3,1,2,0,3,1,0.7692307692307693,0.0,132.07692307692307,0.3333333333333333
CR000846,CL00768,2024-01-30,Crédito consumo digital,2100000,9,0.0213,259000,App,900,0.0649,Automática,Finalizado,0,0,0,1.0,0,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,721.0,App orgánico,True,2,Web,0,0,13,828,5,1,2,0,3,2,0,1.0,0.0,195.84615384615384,2.0
CR000847,CL00768,2025-03-09,Crédito consumo digital,2650000,3,0.0283,934000,Web,900,0.2341,Automática,Finalizado,0,0,0,1.0,0,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,721.0,App orgánico,True,2,Web,0,0,13,828,5,1,2,0,3,2,0,1.0,0.0,195.84615384615384,2.0
CR000848,CL00769,2025-04-19,Crédito consumo digital,600000,6,0.0382,114000,Aliado,726,0.0974,Automática,Mora severa,0,1,80,0.3333333333333333,4,30,M,2,Bachiller,Conductor/Repartidor,1170000.0,401.0,Aliado comercial,False,0,Android,0,0,3,515,0,1,0,0,1,0,0,1.0,0.0,159.33333333333334,0.0
CR000849,CL00770,2024-07-22,Crédito consumo digital,1250000,12,0.0356,130000,Aliado,788,0.061,Automática,Mora severa,0,1,61,0.6666666666666666,2,54,F,3,Bachiller,Conductor/Repartidor,2130000.0,525.0,Aliado comercial,False,1,Android,0,0,11,733,2,2,2,0,2,0,1,0.9090909090909091,0.0,210.8181818181818,1.0
CR000850,CL00773,2025-11-25,Crédito consumo digital,650000,3,0.0316,231000,Web,868,0.106,Automática,Finalizado,0,0,0,1.0,0,42,F,4,Bachiller,Independiente,2180000.0,625.0,Aliado comercial,False,1,Android,0,0,14,197,5,4,1,0,3,0,1,0.8571428571428571,0.07142857142857142,180.14285714285714,0.25
CR000851,CL00774,2026-01-11,Crédito consumo digital,1350000,18,0.029,97000,App,726,0.0634,Automática,Activo,0,0,0,0.75,0,46,M,4,Universitario,Desempleado,1530000.0,519.0,Aliado comercial,False,0,Web,0,0,10,120,2,1,2,0,4,0,0,0.9,0.1,255.3,2.0
CR000852,CL00775,2025-08-29,Crédito consumo digital,800000,6,0.0208,143000,App,701,0.1723,Automática,Mora severa,0,1,86,0.6666666666666666,2,42,M,3,Universitario,Estudiante,830000.0,450.0,Call center,True,0,Android,0,0,18,176,7,1,2,0,5,0,2,0.6111111111111112,0.2777777777777778,125.27777777777777,2.0
CR000853,CL00775,2026-01-13,Crédito consumo digital,500000,9,0.0274,63000,App,655,0.0759,Automática,Activo,0,0,2,0.5,1,42,M,3,Universitario,Estudiante,830000.0,450.0,Call center,True,0,Android,0,0,18,176,7,1,2,0,5,0,2,0.6111111111111112,0.2777777777777778,125.27777777777777,2.0
CR000854,CL00776,2025-01-17,Crédito consumo digital,1450000,6,0.0385,275000,App,834,0.118,Automática,Finalizado,0,0,14,0.8333333333333334,1,20,F,3,Técnico/Tecnólogo,Microempresario,2330000.0,566.0,Referido,False,1,Android,0,0,9,693,4,0,1,0,3,0,1,0.8888888888888888,0.0,192.44444444444446,0.0
CR000855,CL00777,2024-08-24,Crédito consumo digital,2150000,9,0.031,277000,Web,851,0.0737,Automática,Finalizado,0,0,16,0.8333333333333334,1,29,M,1,Posgrado,Empleado,3760000.0,694.0,Campaña digital,False,4,Android,0,0,11,590,2,0,2,0,2,2,3,0.7272727272727273,0.0,126.9090909090909,0.0
CR000856,CL00777,2025-01-03,Microcrédito,2200000,24,0.0449,152000,Web,827,0.0404,Automática,Activo,0,0,0,1.0,0,29,M,1,Posgrado,Empleado,3760000.0,694.0,Campaña digital,False,4,Android,0,0,11,590,2,0,2,0,2,2,3,0.7272727272727273,0.0,126.9090909090909,0.0
CR000858,CL00780,2025-12-04,Crédito consumo digital,800000,6,0.025,145000,App,816,0.0924,Automática,Activo,0,0,12,0.6,1,42,M,1,Bachiller,Comerciante,1570000.0,580.0,Aliado comercial,True,1,iOS,0,0,7,106,3,0,1,1,2,0,0,0.8571428571428571,0.0,195.42857142857142,0.0
CR000859,CL00781,2025-08-20,Microcrédito,2550000,9,0.0363,337000,App,839,0.1311,Automática,Mora moderada,0,1,57,0.6666666666666666,2,38,F,1,Sin información,Independiente,-1.0,507.0,App orgánico,True,2,Android,0,0,21,475,5,4,2,0,3,3,2,0.8095238095238095,0.09523809523809523,122.85714285714286,0.5
CR000860,CL00781,2025-09-22,Crédito libre inversión,2700000,3,0.0178,932000,App,747,0.3626,Manual,Mora moderada,0,1,44,0.3333333333333333,2,38,F,1,Sin información,Independiente,-1.0,507.0,App orgánico,True,2,Android,0,0,21,475,5,4,2,0,3,3,2,0.8095238095238095,0.09523809523809523,122.85714285714286,0.5
CR000861,CL00781,2026-01-07,Crédito consumo digital,750000,6,0.0357,141000,Aliado,771,0.0549,Automática,Mora moderada,0,1,50,0.25,2,38,F,1,Sin información,Independiente,-1.0,507.0,App orgánico,True,2,Android,0,0,21,475,5,4,2,0,3,3,2,0.8095238095238095,0.09523809523809523,122.85714285714286,0.5
CR000862,CL00782,2025-01-06,Microcrédito,1650000,6,0.0364,311000,Aliado,834,0.121,Automática,Mora moderada,0,1,42,0.5,3,23,M,3,Universitario,Independiente,2370000.0,568.0,Referido,False,2,Android,0,0,6,699,2,0,0,2,1,0,0,0.5,0.16666666666666666,155.33333333333334,0.0
CR000864,CL00786,2025-11-15,Crédito consumo digital,3550000,6,0.0206,635000,Web,852,0.1835,Automática,Activo,0,0,0,0.8333333333333334,0,47,F,4,Bachiller,Comerciante,3460000.0,674.0,App orgánico,True,0,Android,0,0,8,579,2,0,1,0,2,1,1,0.875,0.0,120.25,0.0
CR000865,CL00788,2023-06-29,Crédito libre inversión,5750000,12,0.0211,548000,Web,829,0.1734,Automática,Finalizado,0,0,0,1.0,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,Referido,True,1,iOS,0,0,29,1059,9,7,1,1,6,1,4,0.7931034482758621,0.034482758620689655,142.20689655172413,0.14285714285714285
CR000866,CL00788,2024-01-24,Microcrédito,2750000,6,0.0344,515000,Web,900,0.163,Automática,Finalizado,0,0,11,0.8333333333333334,1,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,Referido,True,1,iOS,0,0,29,1059,9,7,1,1,6,1,4,0.7931034482758621,0.034482758620689655,142.20689655172413,0.14285714285714285
CR000867,CL00788,2024-11-10,Avance de nómina,650000,9,0.0265,82000,Web,859,0.0259,Automática,Finalizado,0,0,0,1.0,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,Referido,True,1,iOS,0,0,29,1059,9,7,1,1,6,1,4,0.7931034482758621,0.034482758620689655,142.20689655172413,0.14285714285714285
CR000868,CL00789,2025-07-07,Crédito consumo digital,3000000,6,0.0304,555000,App,892,0.2238,Automática,Finalizado,0,0,26,0.6666666666666666,2,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,Campaña digital,False,1,iOS,0,0,22,714,2,5,2,0,5,1,2,0.8181818181818182,0.09090909090909091,165.04545454545453,0.4
CR000869,CL00789,2026-01-27,Crédito consumo digital,1200000,12,0.0383,127000,App,889,0.0512,Automática,Activo,0,0,0,1.0,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,Campaña digital,False,1,iOS,0,0,22,714,2,5,2,0,5,1,2,0.8181818181818182,0.09090909090909091,165.04545454545453,0.4
CR000870,CL00789,2025-12-30,Crédito libre inversión,3600000,3,0.0321,1278000,Web,829,0.5153,Manual,Finalizado,0,0,23,0.6666666666666666,1,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,Campaña digital,False,1,iOS,0,0,22,714,2,5,2,0,5,1,2,0.8181818181818182,0.09090909090909091,165.04545454545453,0.4
CR000871,CL00790,2024-06-04,Crédito consumo digital,3100000,18,0.0298,225000,Web,819,0.0563,Automática,Mora severa,0,1,117,0.8333333333333334,1,19,F,4,Posgrado,Independiente,4000000.0,564.0,Aliado comercial,True,2,Android,0,0,7,726,2,1,0,0,0,1,1,0.8571428571428571,0.0,150.0,0.0
CR000872,CL00791,2025-12-16,Crédito consumo digital,400000,6,0.0208,72000,Aliado,780,0.0439,Automática,Activo,0,0,0,1.0,0,40,M,2,Universitario,Conductor/Repartidor,1640000.0,450.0,App orgánico,False,0,Web,0,0,8,219,0,2,5,0,0,1,0,0.875,0.125,146.0,2.5
