credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago,prob_mora,banda_riesgo
CR000745,CL00673,2023-05-15,Crédito consumo digital,2350000,12,0.0266,231000,Web,900,0.0353,Automática,Finalizado,0,0,0,1.0,0,2023-03-25,Bogotá D.C.,Bogotá,33,M,4,Universitario,Empleado,6550000.0,Campaña digital,774.0,False,3,iOS,hash_954638,0,0,5,932,1,2,0,0,2,0,0,0.8,0.2,263.8,0.0,0.1035584155081562,"Bajo
(< 15%)"
CR000746,CL00674,2025-10-02,Crédito consumo digital,1450000,9,0.0294,186000,App,807,0.0916,Automática,Activo,0,0,0,1.0,0,2023-08-08,Antioquia,Medellín,32,M,1,Bachiller,Empleado,2030000.0,Campaña digital,495.0,True,1,Android,hash_263878,0,0,19,946,2,2,3,0,8,0,2,0.8421052631578947,0.0526315789473684,191.8947368421053,1.5,0.4282790717887046,"Alto
(35-60%)"
CR000747,CL00674,2024-11-09,Microcrédito,1000000,3,0.0439,363000,Web,737,0.1788,Automática,Finalizado,0,0,0,1.0,0,2023-08-08,Antioquia,Medellín,32,M,1,Bachiller,Empleado,2030000.0,Campaña digital,495.0,True,1,Android,hash_263878,0,0,19,946,2,2,3,0,8,0,2,0.8421052631578947,0.0526315789473684,191.8947368421053,1.5,0.5229749195388167,"Alto
(35-60%)"
CR000749,CL00677,2025-09-08,Crédito consumo digital,1550000,9,0.036,205000,App,900,0.0582,Automática,Activo,0,0,9,0.6666666666666666,2,2025-01-07,Santander,Bucaramanga,25,M,5,Técnico/Tecnólogo,Empleado,3520000.0,Aliado comercial,604.0,False,0,Android,hash_245250,0,0,17,451,6,4,1,0,5,0,0,0.8235294117647058,0.1764705882352941,150.41176470588235,0.25,0.1930155387956596,"Medio
(15-35%)"
CR000750,CL00678,2024-08-16,Crédito consumo digital,850000,6,0.0211,152000,App,900,0.071,Automática,Finalizado,0,0,0,1.0,0,2023-06-07,Norte de Santander,Cúcuta,54,M,2,Bachiller,Empleado,2140000.0,Campaña digital,658.0,True,0,Android,hash_751286,0,0,9,813,3,1,1,1,2,1,0,0.6666666666666666,0.2222222222222222,164.66666666666666,1.0,0.23258336849878383,"Medio
(15-35%)"
CR000751,CL00679,2025-06-04,Crédito consumo digital,650000,12,0.0348,67000,Web,780,0.0698,Automática,Mora severa,0,1,95,0.6666666666666666,2,2024-08-11,Atlántico,Barranquilla,45,M,2,Sin información,Independiente,960000.0,Campaña digital,441.0,False,0,Android,hash_902251,0,0,8,511,2,4,1,0,0,1,0,0.875,0.125,144.375,0.25,0.601253810689523,"Muy alto
(> 60%)"
CR000752,CL00680,2025-09-09,Avance de nómina,1550000,9,0.0251,195000,App,873,0.0714,Automática,Mora moderada,0,1,43,0.5,3,2025-07-14,Santander,Bucaramanga,49,M,4,Bachiller,Conductor/Repartidor,2730000.0,App orgánico,594.0,False,1,Android,hash_506906,0,0,22,266,4,4,3,0,4,2,4,0.7727272727272727,0.0454545454545454,170.77272727272728,0.75,0.28037122278750093,"Medio
(15-35%)"
CR000753,CL00680,2025-09-20,Crédito libre inversión,3200000,9,0.0238,399000,App,791,0.1462,Automática,Mora moderada,0,1,34,0.5,3,2025-07-14,Santander,Bucaramanga,49,M,4,Bachiller,Conductor/Repartidor,2730000.0,App orgánico,594.0,False,1,Android,hash_506906,0,0,22,266,4,4,3,0,4,2,4,0.7727272727272727,0.0454545454545454,170.77272727272728,0.75,0.5884676194724151,"Alto
(35-60%)"
CR000754,CL00682,2026-01-05,Crédito libre inversión,7200000,12,0.0198,680000,Web,794,0.1809,Automática,Activo,0,0,0,0.75,0,2025-06-30,Risaralda,Pereira,25,F,3,Bachiller,Empleado,3760000.0,Aliado comercial,669.0,True,0,Android,hash_893936,0,0,4,174,2,0,0,0,1,1,0,0.5,0.5,176.0,0.0,0.35781024168012265,"Alto
(35-60%)"
CR000755,CL00683,2025-06-02,Microcrédito,1450000,3,0.0364,519000,App,819,0.2437,Automática,Finalizado,0,0,0,1.0,0,2025-02-05,Atlántico,Barranquilla,31,F,1,Sin información,Empleado,2130000.0,Referido,552.0,True,2,Android,hash_824203,0,0,14,402,4,5,1,0,1,0,1,0.7857142857142857,0.1428571428571428,182.64285714285717,0.2,0.46816055621636343,"Alto
(35-60%)"
CR000756,CL00685,2024-11-19,Avance de nómina,1050000,6,0.0205,188000,Web,789,0.1182,Automática,Mora severa,0,1,60,0.5,3,2023-12-01,Antioquia,Medellín,24,M,1,Técnico/Tecnólogo,Comerciante,1590000.0,App orgánico,465.0,False,0,Android,hash_132548,0,0,3,53,1,1,0,0,0,1,0,0.0,1.0,90.66666666666669,0.0,0.6653763982768952,"Muy alto
(> 60%)"
CR000757,CL00687,2025-09-12,Crédito libre inversión,4950000,3,0.0301,1750000,Web,900,0.5087,Manual,Mora severa,0,1,86,0.6666666666666666,1,2024-08-02,Antioquia,Medellín,34,M,3,Bachiller,Independiente,3440000.0,Referido,695.0,False,0,Web,hash_474016,0,0,11,452,3,1,1,1,4,0,1,0.6363636363636364,0.1818181818181818,120.36363636363636,1.0,0.44453128735004727,"Alto
(35-60%)"
CR000758,CL00688,2026-02-11,Microcrédito,4450000,9,0.0265,562000,Web,900,0.0914,Automática,Activo,0,0,0,0.6666666666666666,0,2024-10-23,Bogotá D.C.,Bogotá,32,M,4,Posgrado,Empleado,6150000.0,Referido,706.0,True,3,Android,hash_868278,0,0,10,441,2,2,1,0,3,0,2,0.7,0.1,169.5,0.5,0.15466300028441776,"Medio
(15-35%)"
CR000759,CL00689,2026-01-06,Crédito consumo digital,1800000,6,0.0367,340000,App,900,0.0688,Automática,Activo,0,0,24,0.5,1,2025-04-22,Bogotá D.C.,Bogotá,43,F,2,Bachiller,Comerciante,4940000.0,App orgánico,608.0,True,0,Android,hash_229327,0,0,9,352,2,0,1,0,4,0,1,0.6666666666666666,0.2222222222222222,150.22222222222223,0.0,0.244900391088284,"Medio
(15-35%)"
CR000760,CL00690,2025-02-01,Crédito libre inversión,4200000,12,0.0175,391000,App,748,0.1975,Automática,Finalizado,0,0,13,0.8333333333333334,1,2024-08-14,Bogotá D.C.,Bogotá,40,M,2,Universitario,Microempresario,1980000.0,Campaña digital,539.0,False,3,iOS,hash_439899,0,0,8,407,2,1,0,0,3,1,1,0.625,0.25,213.75,0.0,0.5775042326355595,"Alto
(35-60%)"
CR000762,CL00691,2025-09-18,Avance de nómina,400000,3,0.0234,140000,Web,850,0.0443,Automática,Finalizado,0,0,0,1.0,0,2025-11-11,Santander,Bucaramanga,32,M,2,Técnico/Tecnólogo,Empleado,3160000.0,Campaña digital,644.0,True,2,Web,hash_798512,0,0,20,148,4,6,4,0,4,1,0,0.8,0.2,154.15,0.6666666666666666,0.22705639126479607,"Medio
(15-35%)"
CR000763,CL00691,2025-12-19,Crédito consumo digital,1950000,6,0.0255,355000,Aliado,807,0.1123,Automática,Activo,0,0,26,0.75,1,2025-11-11,Santander,Bucaramanga,32,M,2,Técnico/Tecnólogo,Empleado,3160000.0,Campaña digital,644.0,True,2,Web,hash_798512,0,0,20,148,4,6,4,0,4,1,0,0.8,0.2,154.15,0.6666666666666666,0.3166129256315065,"Medio
(15-35%)"
CR000764,CL00692,2025-08-16,Crédito consumo digital,4300000,12,0.0369,450000,App,819,0.1475,Automática,Activo,0,0,0,1.0,0,2025-04-11,Bogotá D.C.,Bogotá,48,M,2,Universitario,Empleado,3050000.0,Call center,587.0,True,2,Android,hash_629075,0,0,8,296,2,3,0,1,2,0,0,0.875,0.0,139.625,0.0,0.3618297701477119,"Alto
(35-60%)"
CR000766,CL00693,2025-05-21,Crédito consumo digital,3850000,9,0.0226,477000,App,745,0.1463,Automática,Finalizado,0,0,7,0.8333333333333334,1,2025-10-13,Bogotá D.C.,Bogotá,25,F,3,Técnico/Tecnólogo,Independiente,3260000.0,Campaña digital,550.0,False,0,iOS,hash_139726,0,0,12,194,2,4,1,0,4,1,0,1.0,0.0,117.08333333333331,0.25,0.4665983887410159,"Alto
(35-60%)"
CR000767,CL00694,2024-01-19,Crédito consumo digital,900000,9,0.038,120000,Aliado,786,0.0656,Automática,Finalizado,0,0,19,0.8333333333333334,1,2023-04-05,Antioquia,Medellín,42,M,2,Sin información,Pensionado,1830000.0,Campaña digital,526.0,True,1,iOS,hash_385201,0,0,8,978,3,0,1,0,3,1,0,0.75,0.25,112.0,0.0,0.4847673608818409,"Alto
(35-60%)"
CR000768,CL00695,2024-12-06,Microcrédito,1100000,18,0.0294,80000,Call center,763,0.0497,Automática,Mora moderada,0,0,27,0.3333333333333333,4,2024-04-28,Bogotá D.C.,Bogotá,42,No informa,3,Bachiller,Empleado,1610000.0,Aliado comercial,485.0,False,0,Web,hash_512126,0,0,14,678,6,3,2,0,2,0,1,0.7142857142857143,0.2142857142857142,146.85714285714286,0.6666666666666666,0.537301782359211,"Alto
(35-60%)"
CR000769,CL00696,2025-02-13,Crédito libre inversión,4800000,12,0.0226,461000,Web,900,0.1368,Automática,Finalizado,0,0,0,1.0,0,2024-08-03,Antioquia,Medellín,33,M,5,Técnico/Tecnólogo,Independiente,3370000.0,Aliado comercial,654.0,False,3,Android,hash_191005,0,0,11,481,3,4,1,0,2,0,1,0.8181818181818182,0.0909090909090909,131.63636363636363,0.25,0.33750027584315423,"Medio
(15-35%)"
CR000770,CL00696,2024-10-01,Crédito libre inversión,4700000,12,0.029,469000,Aliado,876,0.1392,Automática,Mora moderada,0,1,40,0.8333333333333334,1,2024-08-03,Antioquia,Medellín,33,M,5,Técnico/Tecnólogo,Independiente,3370000.0,Aliado comercial,654.0,False,3,Android,hash_191005,0,0,11,481,3,4,1,0,2,0,1,0.8181818181818182,0.0909090909090909,131.63636363636363,0.25,0.44403103515335024,"Alto
(35-60%)"
CR000771,CL00697,2025-01-27,Microcrédito,7850000,12,0.032,798000,App,900,0.1213,Automática,Mora moderada,0,0,0,1.0,0,2024-05-21,Valle del Cauca,Cali,39,M,6,Universitario,Comerciante,6580000.0,Referido,809.0,False,1,Android,hash_523190,0,0,11,636,1,3,3,0,1,1,1,0.8181818181818182,0.0909090909090909,146.0,1.0,0.18641530107537502,"Medio
(15-35%)"
CR000772,CL00698,2025-10-13,Crédito consumo digital,650000,12,0.03,65000,Aliado,880,0.0253,Automática,Activo,0,0,0,1.0,0,2025-07-19,Tolima,Ibagué,23,M,2,Bachiller,Microempresario,3240000.0,Referido,639.0,True,3,Web,hash_161779,0,0,6,98,2,1,1,1,0,0,0,0.8333333333333334,0.0,100.5,1.0,0.2943418067972442,"Medio
(15-35%)"
CR000773,CL00699,2025-09-23,Microcrédito,5550000,6,0.0423,1067000,Aliado,771,0.4917,Manual,Mora moderada,0,1,51,0.5,3,2024-02-17,Antioquia,Medellín,45,F,2,Universitario,Comerciante,2170000.0,App orgánico,583.0,False,1,Android,hash_123814,0,0,16,700,4,4,3,0,1,1,2,0.875,0.0,191.25,0.75,0.610725963372484,"Muy alto
(> 60%)"
CR000774,CL00700,2024-12-16,Avance de nómina,1650000,18,0.0277,118000,Aliado,877,0.0387,Automática,Activo,0,0,0,1.0,0,2024-06-12,Bogotá D.C.,Bogotá,34,M,5,Bachiller,Empleado,3050000.0,App orgánico,744.0,False,3,iOS,hash_543108,0,0,8,629,2,2,1,1,1,0,1,0.625,0.125,139.25,0.5,0.15885544274303703,"Medio
(15-35%)"
CR000775,CL00701,2025-04-25,Crédito consumo digital,2300000,9,0.0276,292000,App,776,0.1136,Automática,Finalizado,0,0,0,1.0,0,2023-06-09,Tolima,Ibagué,31,M,6,Técnico/Tecnólogo,Estudiante,-1.0,App orgánico,559.0,True,2,Android,hash_287213,0,0,7,955,2,0,0,0,2,1,0,0.8571428571428571,0.1428571428571428,184.57142857142856,0.0,0.5720197765845061,"Alto
(35-60%)"
CR000776,CL00702,2024-10-04,Crédito consumo digital,1150000,6,0.0288,211000,Call center,900,0.0776,Automática,Finalizado,0,0,0,1.0,0,2023-04-11,Bogotá D.C.,Bogotá,46,M,2,Técnico/Tecnólogo,Independiente,2720000.0,Referido,694.0,False,1,iOS,hash_177001,0,0,13,706,2,3,2,1,4,0,1,0.7692307692307693,0.0769230769230769,136.0,0.6666666666666666,0.2132720816906703,"Medio
(15-35%)"
CR000777,CL00703,2026-01-18,Microcrédito,950000,24,0.0405,63000,App,755,0.0229,Automática,Activo,0,0,12,0.3333333333333333,2,2025-11-30,Valle del Cauca,Cali,29,F,1,Bachiller,Empleado,2750000.0,App orgánico,534.0,False,0,Android,hash_297935,0,0,12,146,3,0,1,2,2,0,1,0.6666666666666666,0.0833333333333333,141.0,0.0,0.5175849200051446,"Alto
(35-60%)"
CR000778,CL00704,2025-06-25,Crédito consumo digital,950000,6,0.0276,174000,App,609,0.0677,Manual,Finalizado,0,0,3,0.8333333333333334,1,2024-12-28,Bogotá D.C.,Bogotá,22,F,3,Universitario,Empleado,2950000.0,Referido,588.0,True,0,Android,hash_121536,1,0,10,367,3,0,0,1,4,1,0,0.8,0.1,126.9,0.0,0.4736418891625037,"Alto
(35-60%)"
CR000779,CL00705,2025-01-10,Microcrédito,1800000,6,0.0356,338000,Web,792,0.0983,Automática,Mora moderada,0,1,57,0.6666666666666666,2,2023-08-24,Bogotá D.C.,Bogotá,20,M,3,Posgrado,Independiente,3440000.0,Referido,544.0,False,1,Android,hash_117352,0,0,4,624,3,0,0,0,1,0,0,1.0,0.0,173.0,0.0,0.6467314146793559,"Muy alto
(> 60%)"
CR000780,CL00706,2025-05-14,Crédito libre inversión,1500000,3,0.033,533000,Aliado,850,0.3439,Automática,Finalizado,0,0,0,1.0,0,2024-06-27,Tolima,Ibagué,42,M,2,Bachiller,Independiente,1550000.0,App orgánico,552.0,False,3,Android,hash_412444,0,0,6,223,3,0,0,1,0,2,0,0.8333333333333334,0.0,159.16666666666666,0.0,0.522675341864935,"Alto
(35-60%)"
CR000781,CL00707,2025-11-10,Avance de nómina,1450000,6,0.0254,264000,App,786,0.132,Automática,Activo,0,0,23,0.1666666666666666,4,2023-07-15,Cundinamarca,Soacha,23,M,2,Posgrado,Conductor/Repartidor,2000000.0,Campaña digital,510.0,False,0,Android,hash_750728,0,0,9,700,3,2,0,0,2,1,0,0.7777777777777778,0.2222222222222222,210.88888888888889,0.0,0.5904535892839448,"Alto
(35-60%)"
CR000782,CL00708,2025-12-17,Crédito consumo digital,2500000,24,0.0379,160000,Aliado,900,0.0339,Automática,Activo,0,0,0,1.0,0,2025-12-04,Antioquia,Medellín,54,F,3,Universitario,Microempresario,4720000.0,App orgánico,685.0,False,0,Android,hash_411847,0,0,9,127,4,4,0,0,0,0,1,0.8888888888888888,0.0,101.22222222222224,0.0,0.15250152343321016,"Medio
(15-35%)"
CR000783,CL00709,2025-05-03,Crédito consumo digital,1500000,18,0.0228,102000,Aliado,785,0.0298,Automática,Mora moderada,0,1,34,0.5,3,2024-08-31,Santander,Bucaramanga,19,F,4,Técnico/Tecnólogo,Comerciante,3420000.0,Campaña digital,501.0,True,4,Android,hash_440907,0,0,13,475,3,2,0,0,3,2,3,0.6153846153846154,0.1538461538461538,159.3846153846154,0.0,0.6177613361617323,"Muy alto
(> 60%)"
CR000784,CL00710,2025-09-28,Crédito consumo digital,450000,6,0.0269,82000,Web,722,0.0554,Automática,Finalizado,0,0,12,0.8333333333333334,1,2025-10-17,Valle del Cauca,Cali,53,F,3,Bachiller,Estudiante,1480000.0,Campaña digital,525.0,False,2,Android,hash_358989,0,0,8,131,3,1,1,0,2,1,0,1.0,0.0,215.25,1.0,0.5055064507033216,"Alto
(35-60%)"
CR000786,CL00711,2025-04-11,Avance de nómina,500000,3,0.0199,173000,Aliado,890,0.0558,Automática,Finalizado,0,0,0,1.0,0,2023-08-26,Bogotá D.C.,Bogotá,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,Aliado comercial,686.0,False,1,Android,hash_434267,0,0,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.1764705882352941,144.23529411764707,0.5,0.22186836166255677,"Medio
(15-35%)"
CR000787,CL00711,2024-09-28,Microcrédito,3250000,12,0.0432,353000,Aliado,844,0.1139,Automática,Finalizado,0,0,0,1.0,0,2023-08-26,Bogotá D.C.,Bogotá,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,Aliado comercial,686.0,False,1,Android,hash_434267,0,0,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.1764705882352941,144.23529411764707,0.5,0.3408089808437225,"Medio
(15-35%)"
CR000788,CL00711,2025-02-24,Crédito libre inversión,1550000,6,0.0199,277000,App,893,0.0894,Automática,Finalizado,0,0,0,1.0,0,2023-08-26,Bogotá D.C.,Bogotá,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,Aliado comercial,686.0,False,1,Android,hash_434267,0,0,17,802,11,2,1,0,2,0,0,0.8235294117647058,0.1764705882352941,144.23529411764707,0.5,0.2495613104912823,"Medio
(15-35%)"
CR000790,CL00713,2024-03-26,Microcrédito,7200000,3,0.0305,2548000,Web,893,0.4486,Manual,Finalizado,0,0,0,1.0,0,2023-12-29,Antioquia,Medellín,31,F,5,Universitario,Empleado,5680000.0,App orgánico,716.0,False,1,Android,hash_521399,0,0,5,679,3,1,1,0,0,0,0,1.0,0.0,136.2,1.0,0.25878712482111943,"Medio
(15-35%)"
CR000791,CL00714,2024-06-13,Crédito consumo digital,4550000,12,0.0319,462000,Aliado,900,0.073,Automática,Finalizado,0,0,0,1.0,0,2023-10-30,Bogotá D.C.,Bogotá,40,M,3,Universitario,Empleado,6330000.0,Aliado comercial,797.0,True,2,iOS,hash_356196,0,0,10,784,5,1,1,0,3,0,0,1.0,0.0,136.2,1.0,0.11633167315094177,"Bajo
(< 15%)"
CR000792,CL00715,2025-10-04,Crédito libre inversión,800000,24,0.0323,48000,App,843,0.0495,Automática,Activo,0,0,24,0.8333333333333334,1,2025-05-09,Bogotá D.C.,Bogotá,36,F,4,Técnico/Tecnólogo,Estudiante,970000.0,Campaña digital,614.0,False,3,Android,hash_797600,0,0,15,259,5,2,2,0,5,1,0,0.8,0.2,152.06666666666666,1.0,0.3714274492358575,"Alto
(35-60%)"
CR000794,CL00716,2025-07-19,Microcrédito,14850000,12,0.0339,1527000,Web,616,0.2665,Manual,Activo,0,0,0,1.0,0,2024-03-02,Meta,Villavicencio,47,F,5,Técnico/Tecnólogo,Microempresario,5730000.0,Aliado comercial,588.0,False,2,Android,hash_996020,1,0,12,690,5,0,1,0,4,1,0,1.0,0.0,152.5,0.0,0.4412324082836371,"Alto
(35-60%)"
CR000795,CL00718,2025-02-05,Crédito libre inversión,5100000,18,0.0185,336000,Web,900,0.1263,Automática,Activo,0,0,0,1.0,0,2023-01-26,Bogotá D.C.,Bogotá,38,F,4,Universitario,Empleado,2660000.0,Referido,637.0,False,0,Android,hash_909721,0,0,9,1070,1,3,2,0,1,0,2,0.4444444444444444,0.3333333333333333,166.66666666666666,0.6666666666666666,0.3366640665646894,"Medio
(15-35%)"
CR000796,CL00719,2025-12-05,Crédito libre inversión,3000000,6,0.028,550000,App,900,1.8,Automática,Mora moderada,0,1,44,0.0,4,2025-10-02,Meta,Villavicencio,32,M,3,Universitario,Microempresario,2840000.0,App orgánico,697.0,True,0,Android,hash_811921,0,0,2,50,1,0,0,0,1,0,0,1.0,0.0,181.5,0.0,0.26337482446447597,"Medio
(15-35%)"
CR000798,CL00722,2024-08-13,Microcrédito,2650000,9,0.0418,359000,Call center,703,1.2,Automática,Mora severa,0,1,46,0.1666666666666666,5,2024-03-12,Cundinamarca,Soacha,19,M,3,Bachiller,Pensionado,2890000.0,Aliado comercial,567.0,True,0,iOS,hash_273441,0,0,22,724,5,5,4,1,3,0,4,0.7272727272727273,0.0454545454545454,222.3181818181818,0.8,0.6659081290681095,"Muy alto
(> 60%)"
CR000799,CL00722,2024-12-08,Microcrédito,3150000,9,0.0381,420000,Call center,900,0.1453,Automática,Mora moderada,0,0,24,0.1666666666666666,5,2024-03-12,Cundinamarca,Soacha,19,M,3,Bachiller,Pensionado,2890000.0,Aliado comercial,567.0,True,0,iOS,hash_273441,0,0,22,724,5,5,4,1,3,0,4,0.7272727272727273,0.0454545454545454,222.3181818181818,0.8,0.4191408505737156,"Alto
(35-60%)"
CR000800,CL00723,2024-05-10,Microcrédito,2500000,6,0.0317,464000,App,882,0.0989,Automática,Mora severa,0,1,83,0.6666666666666666,2,2023-12-28,Norte de Santander,Cúcuta,23,M,3,Técnico/Tecnólogo,Microempresario,4690000.0,App orgánico,569.0,True,2,Android,hash_754373,0,0,8,550,2,3,0,0,2,0,1,0.75,0.125,125.25,0.0,0.4081791771628622,"Alto
(35-60%)"
CR000801,CL00724,2025-12-06,Crédito libre inversión,11050000,18,0.0195,734000,Aliado,900,0.1606,Automática,Activo,0,0,0,0.8,0,2025-01-18,Bogotá D.C.,Bogotá,43,F,2,Bachiller,Empleado,4570000.0,Campaña digital,656.0,True,2,Web,hash_394772,0,0,10,430,1,2,1,1,5,0,0,0.6,0.3,149.9,0.5,0.19125852593171785,"Medio
(15-35%)"
CR000802,CL00724,2025-10-20,Crédito consumo digital,3350000,9,0.0312,433000,App,900,0.0947,Automática,Activo,0,0,2,0.8333333333333334,1,2025-01-18,Bogotá D.C.,Bogotá,43,F,2,Bachiller,Empleado,4570000.0,Campaña digital,656.0,True,2,Web,hash_394772,0,0,10,430,1,2,1,1,5,0,0,0.6,0.3,149.9,0.5,0.18444214246294646,"Medio
(15-35%)"
CR000803,CL00727,2024-07-16,Crédito consumo digital,350000,9,0.0258,44000,App,739,0.0733,Automática,Finalizado,0,0,0,1.0,0,2023-06-18,Cundinamarca,Soacha,36,F,2,Bachiller,Desempleado,600000.0,App orgánico,483.0,False,2,Android,hash_707769,0,0,7,730,2,1,1,0,2,0,1,0.7142857142857143,0.1428571428571428,186.14285714285717,1.0,0.6199100840922548,"Muy alto
(> 60%)"
CR000804,CL00728,2025-12-01,Crédito consumo digital,1800000,6,0.0205,322000,App,704,0.2118,Automática,Mora moderada,0,1,34,0.2,4,2025-11-11,Bogotá D.C.,Bogotá,39,M,3,Universitario,Pensionado,1520000.0,Referido,472.0,False,4,Android,hash_665109,0,0,10,163,4,2,0,0,4,0,0,0.9,0.1,176.2,0.0,0.6673632215715969,"Muy alto
(> 60%)"
CR000805,CL00729,2025-10-31,Microcrédito,2350000,9,0.0252,295000,App,819,0.118,Automática,Activo,0,0,0,1.0,0,2025-10-14,Caldas,Manizales,31,M,3,Técnico/Tecnólogo,Empleado,2500000.0,Campaña digital,651.0,False,0,Web,hash_311470,0,0,15,177,7,2,0,1,2,0,2,0.6666666666666666,0.1333333333333333,150.0,0.0,0.33723960879347703,"Medio
(15-35%)"
CR000806,CL00730,2025-04-23,Crédito consumo digital,2600000,12,0.0203,246000,App,545,0.0969,Manual,Finalizado,0,0,12,0.6666666666666666,2,2023-10-28,Valle del Cauca,Cali,28,F,1,Bachiller,Comerciante,2540000.0,Referido,588.0,False,3,Android,hash_179711,1,0,8,754,5,0,1,0,0,0,1,0.625,0.25,241.0,0.0,0.4951985985119131,"Alto
(35-60%)"
CR000807,CL00731,2025-12-24,Crédito consumo digital,1350000,3,0.0224,470000,App,837,0.3013,Automática,Finalizado,0,0,0,1.0,0,2025-09-17,Bogotá D.C.,Bogotá,38,M,3,Bachiller,Conductor/Repartidor,1560000.0,Referido,598.0,True,0,Web,hash_367800,0,0,12,198,4,0,1,0,1,3,3,0.75,0.0,189.33333333333331,0.0,0.3898553215653691,"Alto
(35-60%)"
CR000809,CL00733,2026-01-09,Crédito libre inversión,3450000,3,0.0288,1217000,App,711,0.5385,Manual,Activo,0,0,21,0.0,3,2024-11-24,Meta,Villavicencio,40,F,1,Sin información,Empleado,2260000.0,Referido,485.0,False,3,iOS,hash_843537,0,0,16,428,3,3,4,2,3,1,0,0.6875,0.1875,177.0,1.3333333333333333,0.5984949412721057,"Alto
(35-60%)"
CR000810,CL00733,2025-11-19,Crédito libre inversión,3650000,9,0.0178,442000,Aliado,807,0.1956,Automática,Mora moderada,0,0,30,0.6,2,2024-11-24,Meta,Villavicencio,40,F,1,Sin información,Empleado,2260000.0,Referido,485.0,False,3,iOS,hash_843537,0,0,16,428,3,3,4,2,3,1,0,0.6875,0.1875,177.0,1.3333333333333333,0.5539534689771088,"Alto
(35-60%)"
CR000811,CL00734,2023-09-21,Crédito consumo digital,3100000,6,0.034,580000,Web,900,0.1169,Automática,Finalizado,0,0,1,0.8333333333333334,1,2023-02-05,Cundinamarca,Soacha,19,F,4,Técnico/Tecnólogo,Empleado,4960000.0,App orgánico,689.0,False,2,Android,hash_987687,0,0,11,903,1,0,1,2,4,1,1,0.7272727272727273,0.0,178.36363636363637,0.0,0.17321761224243365,"Medio
(15-35%)"
CR000812,CL00735,2023-08-10,Avance de nómina,450000,9,0.0225,56000,App,847,0.0311,Automática,Finalizado,0,0,4,0.8333333333333334,1,2023-03-19,Risaralda,Pereira,46,F,2,Universitario,Independiente,1800000.0,Referido,551.0,False,4,iOS,hash_304706,0,0,13,1010,2,2,4,0,2,2,0,0.9230769230769232,0.0769230769230769,171.53846153846155,2.0,0.4237700385441422,"Alto
(35-60%)"
CR000813,CL00736,2025-06-12,Crédito libre inversión,3950000,12,0.0306,398000,App,900,0.0911,Automática,Activo,0,0,0,1.0,0,2024-09-13,Antioquia,Medellín,41,F,5,Técnico/Tecnólogo,Empleado,4370000.0,Campaña digital,804.0,False,1,Android,hash_506656,0,0,19,544,6,4,1,0,5,0,2,0.8947368421052632,0.0,176.3684210526316,0.25,0.0977338517623589,"Bajo
(< 15%)"
CR000814,CL00737,2024-02-25,Microcrédito,1100000,12,0.0319,112000,App,738,0.0762,Automática,Mora severa,0,0,0,1.0,0,2023-10-27,Cundinamarca,Soacha,39,M,3,Posgrado,Estudiante,1470000.0,Aliado comercial,526.0,False,2,Android,hash_639006,0,0,9,855,2,4,0,1,2,0,0,0.5555555555555556,0.3333333333333333,152.55555555555554,0.0,0.6237000839166513,"Muy alto
(> 60%)"
CR000815,CL00737,2025-11-30,Crédito libre inversión,3050000,9,0.0265,385000,Web,687,0.2619,Automática,Activo,0,0,18,0.8,1,2023-10-27,Cundinamarca,Soacha,39,M,3,Posgrado,Estudiante,1470000.0,Aliado comercial,526.0,False,2,Android,hash_639006,0,0,9,855,2,4,0,1,2,0,0,0.5555555555555556,0.3333333333333333,152.55555555555554,0.0,0.7152094642598378,"Muy alto
(> 60%)"
CR000816,CL00738,2023-12-07,Crédito libre inversión,1650000,9,0.0195,202000,App,778,0.1303,Automática,Finalizado,0,0,0,1.0,0,2023-02-26,Bogotá D.C.,Bogotá,46,F,3,Bachiller,Independiente,1550000.0,Campaña digital,627.0,False,0,Android,hash_603122,0,0,11,899,3,1,1,0,3,1,1,0.8181818181818182,0.0909090909090909,163.8181818181818,1.0,0.40252917907681607,"Alto
(35-60%)"
